input,match,product_guide,product_guide_count
Long fish cake,长大粿 LONG FISH CAKE,"长大粿 LONG FISH CAKE, FRIED FISH BALL, SEAFOOD WANTON, FISH FINGER, FRIED FISH BALL (FROZEN), BEANCURD ROLL",6
鹅肉,SEAFOOD RING ROLL,"SEAFOOD RING ROLL, TEOCHEW FISH CAKE (20PCS), FRESH TAU KWA (M)",3
脆虾饼,PRAWN CRACKER (虾饼),"Bian Xiang (大扁香), PRAWN CRACKER (虾饼), SPECIAL GRADE CHILLI SAUCE 3KG (特级辣椒酱)",3
old nyona laksa,FROZEN CUT SLIPPER LOBSTER 50-75G (10KG/CTN) - PO,"CRAYFISH CUT 150/200 PT, FROZEN CUT SLIPPER LOBSTER 50-75G (10KG/CTN) - PO",2
Prawn,BLACK TIGER HOSO 13/15 (1KG X 10BOX) - PJ,"SUTCHI FILLET 170/220, 10KGS NT, BLACK TIGER HOSO 13/15 (1KG X 10BOX) - PJ, WHOLE BLACK MUSSEL 5-8CM/PC (1KG X 10PKT) - PO, HZF - SEABASS FILLET 3/5, 10KG/CTN, LOLIGO SQUID CUT M, (2KG/5BLK) - PO",8
牛肉,BEEF SHORT PLATE SHABU 1.5MM TP(10PKTx1KG),"SWEET CORN (SUNNY FARM)(10PKTx1KG) CN, PORK BELLY S/L SLICED 1.8MM TS(10PKTx1KG), PORK BELLY B/L S/L SLICE 2.5MM (OEDO)TP(10PKTx1KG), PORK DICED MEAT 2CMx2CM TS(6PKTx2KG), PORK BELLY S/L SLICED 1.8MM TP(10PKTx1KG), BEEF SHORT PLATE SLICE 2MM (J NISSI) TP(10PKTx1KG), BEEF SHORT PLATE SHABU 1.5MM TP(10PKTx1KG)",7
51/60熟虾,"COOKED TIGER PRAWN 51/60, 10KG - PJ","COOKED VANNAMEI SHRIMP HOSO 51/60 - PJA, COOKED TIGER PRAWN 51/60, 10KG - PJ, HC PRAWN HEAD - 12KGS",4
Otah roll,OTAH ROLL (乌打卷),"Wanton S, Fried Beancurd Roll (炸豆支卷), NGO HIANG  (五香卷), Chilli Sauce (辣椒酱) 3KG/PKT, NU Teochew Prawn Dates (潮州虾枣) 20G -OEM, Fish Ball (鱼丸), BEAN SPROUT CAKE (豆芽饼), OTAH ROLL (乌打卷)",8
pork collar,Pork Collar (Sulina) 12kg BR 梅肉,"PORK LUNCHEON MEAT (Q3) 397GMX24CAN CN 午餐肉, Chicken Leg B/L S/O 200gmUp (Seara) 2kgx6pktBR鸡去骨腿, VANNAMEI PRAWN PND 31/40 1KGX10PKT 虾肉, Pork Collar (Frimesa) 20kg BR 梅肉, PORK LUNCHEON MEAT PREMIUM (MALING) 397GMX24CAN SG, CHICKEN LEG B/L S/O 200GM UP (SADIA) 2KGX6PKT BR, Pork Collar (Sulina) 12kg BR 梅肉",7
咖喱饺,(2B) 素咖哩角400G VGN SAMOSA ********* (20 PC),"(1-90) 素高鲜调味料 908G VEG ENHANCED FLAVOUR SEASONING 908G (10 PC), 素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (2B) 素咖哩角400G VGN SAMOSA ********* (20 PC), 新春送礼 2025 CNY GIFTS, (2A)素小春卷400G SPRING ROLL (SMALL) ***** (20 PC)",6
Cooked prawn,"COOKED TIGER PRAWN 31/35, 10KG - PJA","FRESH SMELT FISH - PKT, SQUID SKEWER 130GM 10PCS, 1.3KG X 5PKT (6.5KG/CTN) - PO, FARMCHEF STRAIGHT CUT COATED (6PKT X 2KG) (FOR PON), COOKED TIGER PRAWN 31/35, 10KG - PJA, JAPAN MUROTSU OYSTER WHOLE - M, 144pcs/12doz/ctn",8
yishun xiao yu tang shrimp slide,SHRIMP SLIDE (150G X 30PKTS) - SPOF,"SHRIMP SLIDE (150G X 30PKTS) - SPOF, SHRIMP SLIDE (150G X 30PKTS)",2
胃王,(3-65A) (王 )味精王 1KG AJINOMOTO (IMP) (10 PC),"素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (1A24A)(味根香) 素大板鱼500G VGN OSAKA FISH (32 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), 日历 CALENDAR ***********, (3-65A) (王 )味精王 1KG AJINOMOTO (IMP) (10 PC), (4-61) (大粒) 鱼饼 [ 天然 ] -500G FISHCAKE (20 PC), 新春送礼 2025 CNY GIFTS, (9B-59/60)天下第一鱼-260G WP - VGN NO. 1 HOUSE FISH (16 PC)",8
中粗,YELLOW NOODLES (H) 3KG SG 熟黄面,"JK Pork Big Bone Cut 1 Cut 2 (Bag) 10kg SG, Fresh Kway Teow 3Kg/Pkt 粿条, Rice Vermicelli - Thick (Camel) 3kg SG 粗骆驼米粉, Rice Vermicelli - Thin (Camel) 3kg SG 细骆驼米粉, YELLOW NOODLES (H) 3KG SG 熟黄面, RICE VERMICELLI -THICK (MOON STAR) 3KG SG 粗 永美米粉, KWAY TEOW - M (H) 3KG SG 粿条(中）, PRICE ADJUSTMENT, ABALONE SLICED 300GMX40PKT TW 台湾牌贵妃鲍片",9
干鹅切片,(1B-44)切香脆片 苏东干鹅切380G VGN CRISPY SOYA SKIN (35 PC),"素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (67) 普通蠔油 5L Vgn Oyster Sauce, (2-70) 泰式辣椒980G - MAE PRANOM THAI CHILLI SAUCE (12 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (1A25A)素世界 素 叉烧切900G VGN BBQ GLUTEN SLICED VWF (10 PC), (1B-50) -味根香羊肉 900G -VGN MUTTON (BIG) (24 PC), (2A)素大春卷600G SPRING ROLL (BIG)**** *** ****** (15 PC), (2-80)( 小包) 咖哩料100G - CURRY PASTE (10 PC), (1B-44)切香脆片 苏东干鹅切380G VGN CRISPY SOYA SKIN (35 PC)",9
龍虾卷,CUTTLEFISH WANTON,"SEAFOOD RING ROLL, FRESH FISH CAKE (VEG), TAU KEE PUFF, CHICKEN BEANCURD, CUTTLEFISH WANTON, CHICKEN DUMPLING, SEAFOOD BEANCURD, HAKKA CHICKEN MINCED MEAT",8
Sotong Ring,Sotong Ring (Skin Off) 10Kg/Ctn 无皮苏东圈,"FISH KUNNING FISH 20/25 (DBS) 1KGX10KG TH, CHICKEN LEG B/L S/O 200GM UP (AVIVAR) 2KGX6PKT BR, SQUID RING SKIN OFF (SG) 1KGX10PKT CN 无皮苏东圈, VANNAMEI PRAWN PND 31/40 1KGX10PKT 虾肉, FISH SELAR 8/10 (D) 1KGX10PKT TH 色拉, Fish Kembong G/G 8/10 (D) 1kgx10pkt TH, Fish Anggoli 6/8 (D) 10kg TH 红哥里, Fish Batam Steak 120-140gm (HX) 1kgx10pkt SG 大片切峇丹, FISH BLACK POMFRET 100/200GM 10KG VN 黑鲳",9
FH01-0440VN FISH DORY STEAK (TWINFISH) VN,FISH DORY STEAK (TWINFISH)(5PKT X 2KG) VN,"FISH BATANG STEAK GRADE A (OKEANOSS) ID -10KG, VANNAMEI PDTO IQF 51/60 (10PKTx1KG), FISH DORY STEAK (TWINFISH)(5PKT X 2KG) VN",3
raddchio,CHICORY RED  红菊苣,"ONION SPANISH RED 澳洲红葱, CHICORY RED  红菊苣, BRUSSEL SPROUT 芽甘蓝 / 小洋包菜, AUSTRALIA CURLY KALE 羽衣甘兰, POTATO USA / IDAHO / RUSSET 美国土豆 / 美国马铃薯, CHIVES  细香葱 / 西洋细韭菜 (50G/PKT), MUSHROOM PORTOBELLO 波多贝罗蘑菇, STORY FRESH - MESCLUN SALAD 澳洲萨拉 (500G/PKT), BABY ROMAINE LETTUCE / LITTLE GEM / BABY COS LETTUCE 小罗曼",9
Paru,BEEF LUNG (BEAUVALLET) BR 牛肺,"JK BEEF CHUCK TENDER SLICED 4CM (BAG) 5KG SG 牛肩胛肉片, JK BEEF CHUCK TENDER SLICED 2CM (BAG) 5KG SG , Beef Lung (Friboi) BR 牛肺, BEEF LUNG (BEAUVALLET) BR 牛肺",4
9kg Chicken Wings,Chicken Wing 120-150gm (Aurora) 9kg BR 鸡翅,"Chicken Wing 120-150gm (Aurora) 9kg BR 鸡翅, Chicken Wing 120-150gm (Perdigao) 15kg BR 鸡翅, Vannamei Prawn PTO 31/40 1kgx10pkt 凤尾虾, CHICKEN NGOH HIANG - BIG  (LC) 20PCSX8PKT VN 大鸡香",4
攪馬克力,(2A-23A) -一公斤 马搅力 - Candlenut Grounded,"(1B51)齐善猴头菇 1 KG WP VGN MONKEY HEAD MUSHROOM (12 PC), 素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (2A-23A) -一公斤 马搅力 - Candlenut Grounded, (2A-2023A) -一公斤 葱毛 - Lemon Grass Grounded, (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (2A-2023A) -一公斤 黄姜 - Yellow Ginger, 2B-77 齐善 黄豆卷(白素鸡) 500G VGN SOYA BEAN ROLL (20 PC), (2A-2023A) -一公斤 南姜 - Tumeric Powder",8
C (55-59g),CHEW'S FRESH BROWN EGGS (C),CHEW'S FRESH BROWN EGGS (C),1
Honey bbq middlewing,ROASTED MID JT WING,"BATTERED ONION RING (10PKT), A01 SPICY WINGSTICK, (33) CRISPY CHICKEN SEAWEED 1KG, YAKITORI WITH SAUCE, ROASTED WINGSTICK 1KG, ROASTED MID JT WING, (99) S/L CHIX BREAST FILLET 1.15KG, FS01 FRIED 2 JOINT WING",8
龙虾尾,FROZEN BLANCHED CRAWFISH TAIL (ORIGINAL) 500Gx12PKTS,FROZEN BLANCHED CRAWFISH TAIL (ORIGINAL) 500Gx12PKTS,1
Chashu,RAMEN CHAR SIEW SLICE (TAKAGI) VAC(10PKT),"SHOYU SOUP (TAKAGI) TS(20PKTx1KG)(K), KARAKA RAMEN (TAKAGI) (12PKTx450G)(K), PORK BELLY A R/ON SIN/R SB/I 20x50(BOSELER)VAC DE, CHICKEN SAUSAGE (20PKTx1KG), RAMEN CHAR SIEW SLICE (TAKAGI) VAC(10PKT), BUTASHOGA RAMEN (TAKAGI) (12PKTx450G)(K), PULLED PORK (TAKAGI) VAC(10PKTx1KG), PORK HONEY BAKED HAM SLICED (GB) VAC(10PKTx1KG)",8
prawn,VANNAMEI PRAWN PND 31/40 1KGX10PKT 虾肉,"PORK LUNCHEON MEAT (Q3) 397GMX24CAN CN 午餐肉, Chicken Leg B/L S/O 200gmUp (Seara) 2kgx6pktBR鸡去骨腿, VANNAMEI PRAWN PND 31/40 1KGX10PKT 虾肉, Pork Collar (Frimesa) 20kg BR 梅肉, PORK LUNCHEON MEAT PREMIUM (MALING) 397GMX24CAN SG, CHICKEN LEG B/L S/O 200GM UP (SADIA) 2KGX6PKT BR, Pork Collar (Sulina) 12kg BR 梅肉",7
Premium lion 龙骨,Loin Bone W/O End 龙骨去尾,"PORK BACK BONE (284) AU, Loin Bone W/O End 龙骨去尾, PORK HUMERUS BONE HALF CUT (MULLER) DE -10KG, PORK BELLY A R/ON SIN/R SB/I 20x50(BOSELER)VAC DE, Hind Hock Burn Split Half Cut 2 猪脚烧毛开边切半, PORK BONE IN BACK BONE (L/VALLEY) AUST 背骨, PORK BACK BONE (BONAREA) SPAIN - 10KG, Pork Kidney 猪肾, Pork Sweet Intestine by Carton-822 箱头猪粉肠",9
popiah,(2A)素大春卷600G SPRING ROLL (BIG)**** *** ****** (15 PC),"素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (2A)素大春卷600G SPRING ROLL (BIG)**** *** ****** (15 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC)",3
Chicken Karaage,(11) CRISPY CHIX ORIGINAL 1KG,"(11) CRISPY CHIX ORIGINAL 1KG, FS01 FRIED 2 JOINT WING, A09 CRUNCHY BONELESS THIGH",3
白肉香3,TEOCHEW FISH MEAT BALL,"FISH FINGER, TEOCHEW FISH MEAT BALL",2
无蛋美乃滋,(2-70) 大罐 美乃滋酱 3L- VEGAN MAYONAISE (4 PC),"(1A24A)(味根香) 素大板鱼500G VGN OSAKA FISH (32 PC), (1A-24B) - (900G) 味根香 小 明虾 - SMALL PRAWN (20 PC), (1B-51A ) 炸腐竹 550G VGN FRIED YUBA (30PCS) (20 PC), (1A25A) - (黑) 腌鸭 切片 素世界-900G SMOKED DUCK DICE (10 PC), (65B)梅膏 5L - PLUM SAUCE, (2B-71) -香春酱300G - VEGAN CEDAR TOON SAUCE (80 PC), (2-70) 大罐 美乃滋酱 3L- VEGAN MAYONAISE (4 PC)",7
White Clams,WHITE CLAM WITH SHELL 40/60 (1KG X 10PKTS) - PO,"BOILED SCALLOP MEAT 100-120, (500G X 20PKT) - PO, 31/40 PTO VANNAMEI SHRIMP (1KG X 10PKT) - PO, WHITE CLAM WITH SHELL 40/60 (1KG X 10PKTS) - PO",4
Dory cube,SUTCHI (CUBE) 25/35 (2KG X 3PKTS),"FRESH SEABASS 500G (G) - BTF, 21/25 PTO VANNAMEI SHRIMP (1KG X 10P) - PO, FLOWER YELLOW CLAM 30/40 (500GM X 20P/CTN) - PO, SUTCHI (CUBE) 25/35 (2KG X 3PKTS), FRESH TILAPIA 400/600G (G), LOLIGO SQUID CUT M, (2KG/5BLK) - PO",7
黄金虾饼,Golden Prawn Pancake黄金虾饼,"Chef Prawn Ball厨师虾丸, NGO HIANG  (五香卷), Lychee Shrimp Ball荔枝虾丸(10pc/Pkt), Golden Prawn Pancake黄金虾饼, TEOCHEW PRAWN ROLL (潮州虾枣) 20G",5
Cheese chicken ball,CHEESE CHICKEN BALL,"N1 CHICKEN NUGGET (10PKT), CHEESE CHICKEN BALL, FISH PATTY (5PKT), TEMPURA CHICKEN NUGGET",4
Hongkong Char siew,(1B32A)(佛心)素港式叉烧 900G VGN HK CHAR SIEW (20 PC),"素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (1B32A)(佛心)素港式叉烧 900G VGN HK CHAR SIEW (20 PC), (2-70) 泰式辣椒980G - MAE PRANOM THAI CHILLI SAUCE (12 PC), (59)(鸿-干粮) 咖喱素羊肉250G Vgn Curry Mutton, (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (2A) (大) 素咖哩卜800G VGN CURRY PUFF BIG ******** (20 PC), (2A)素大春卷600G SPRING ROLL (BIG)**** *** ****** (15 PC), (3-2015)(鸿-干粮) 喱素冷当G 250G Vgn Curry Rendang G, (2B-71)-素鱼柳汉堡扒500G- VGN FISH STEAK(10PCS) (20 PC)",9
猪油,JK PORK FAT CUBE 2CM 2KG/PKT SG 猪油丁,"Pork Belly A Single Ribbed S/O (Boseler) DE 德国三层肉, JK PORK FAT CUBE 2CM 5KG/PKT SG 猪油丁, Pork Collar (Frimesa) 20kg BR 梅肉, Pork Belly Sheet Ribbed S/O (Aurora) 25kg BR 削骨三层肉, JK PORK FAT CUBE 2CM 2KG/PKT SG 猪油丁, Pork Collar (Aurora) 10kg BR 梅肉, PORK BELLY SHEET RIBBED S/O (FRIMESA) 20KG BR削骨三层肉, Pork Collar (Sulina) 12kg BR 梅肉",8
Crispy chicken wings 2joint,FS01 FRIED 2 JOINT WING,"(66) IKEDA CHICKEN CUTLET 1.1KG, TM02 TEMPURA CHIX PATTIE 1KG X 10 PKT, A01 SPICY WINGSTICK, A11 POP CORN CHICKEN 1KG, GRILLED CHIX STEAK (5PKT), GRILLED BONEIN LEG 5PC, FS01 FRIED 2 JOINT WING, TERIYAKI SAUCE 3.5L",8
大板鱼,(1A24A)(味根香) 素大板鱼500G VGN OSAKA FISH (32 PC),"(1A-20A) 素火腿粒 900G VGN CUISSE HAM CUBE VWF (20 PC), 素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (1A24A)(味根香) 素大板鱼500G VGN OSAKA FISH (32 PC), (2-70) 大罐 美乃滋酱 3L- VEGAN MAYONAISE (4 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), 三文鱼 - VEGAN SALMON FISH 230G (100 PC), 白带余-VEGAN RIBBON FISHLESS SOY 900G (20 PC), (新) 素白参-VEGAN BIG SEA CUCUMBER 900G (20 PC), (2B-71)-素鱼柳汉堡扒500G- VGN FISH STEAK(10PCS) (20 PC)",9
生鱼丸包 (cá viên úy doen)2,(L)FRESH FISH BALL (50),"SEAFOOD RING ROLL, FRESH FISH CAKE (VEG), TAU KEE PUFF, CHICKEN BEANCURD, CUTTLEFISH WANTON, (L)FRESH FISH BALL (50), SEAFOOD BEANCURD, HAKKA CHICKEN MINCED MEAT",8
面,Noodle Yellow Noodles (Soon Seng) 3kg SG 顺成熟黄面,"Noodle Yellow Noodles (Soon Seng) 3kg SG 顺成熟黄面, PORK LUNCHEON MEAT (Q3) 397GMX24CAN CN 午餐肉, YELLOW NOODLES (H) 3KG SG 熟黄面, Rice Vermicelli - Thin (Camel) 3kg SG 细骆驼米粉, LAKSA VERMICELLI NOODLE (E) 3KG SG 叻沙米粉",5
扁粿,FLAT FISH CAKE,"(L)FRESH FISH BALL (50), (L)FRESH FISH BALL 100, FLAT FISH CAKE",3
Orange,ORANGE VALENCIA 水橙子 (120G-200G/NOS),"STRAWBERRY 草莓 (250G/PUN), ORANGE VALENCIA 水橙子 (120G-200G/NOS), BANANA SEMI RIPE 香蕉",3
Fried crispy drumstick,FS07 FRIED CRISPY DRUM,"FS05 FRIED CRISPY THIGH, FS07 FRIED CRISPY DRUM",2
PG65-0165BR pork trotter 手尖,PORK TROTTERS (SEARA) 手尖- 18KG,"CHICKEN LEG B/L S/L (SEARA) (6PKTX2KG) - 12KG, PORK EAR (SEARA) BR -15KG, PORK RECTUM COOKED (LA POMPEYA) -10KG AR, PORK RECTUM (ICP) 10KG ES, PORK TROTTERS (SEARA) 手尖- 18KG, PORK BELLY B/L S/O SHEET/R (MABELLA) BR, PORK RECTUM (FRISELVA) 10KG",7
鸡脚,Chicken Feet Fried (Bag) 1kgx10pkt SG 炸鸡脚,"Pork Rectum Head (ICC) 10kg IR 猪大肠头, Pork Rectum Head (Frimesa) 16kg BR 熟猪大肠头, Pork Intestine Large Cooked (Seara) 18kg BR 熟猪大肠头, Chicken Feet Fried (Bag) 1kgx10pkt SG 炸鸡脚, Pork Large Intestine Cooked (ICP) 10kg ES 熟猪大肠, Pork Belly Sheet Ribbed S/O (Aurora) 25kg BR 削骨三层肉, JK Pork Belly Sliced 2cm (Bag) 5kg SG 三层肉片2CM, JK Pork Belly Sliced 1.5cm (Bag) 5kg SG 三层肉片, PORK INTESTINE LARGE (ICP) 10KG ES 猪大肠",9
水发鱿鱼,FRESH CUTTLEFISH,"BOILED SCALLOP MEAT 100-120, (500G X 20PKT) - PO, SQUID FLOWER CUT (1KG X 10PKT) - PO, 41/50 PTO VANNAMEI SHRIMP (1KG X 10PKTS) - PO, FRESH CUTTLEFISH, FROZEN TAKO TENTACLES, 1KG X 10PKT - PO",7
3D,BIG FISH BALL (XL) 特大鱼丸,"Luncheon Meat午餐肉, Cheese Tofu (芝士豆腐), Seaweed Chicken (紫菜鸡), Dou Gan(M) (豆干 - 中), BIG FISH BALL (XL) 特大鱼丸, 大菜果Veg Fish Cake, Bei Jing Yuan (北京丸), Big Sotong Ball大苏东丸",8
Aurora belly,Pork Belly Sheet Ribbed S/O (Aurora) 25kg BR 削骨三层肉,"Beef Tendon (Friboi) BR 牛筋, Pork Intestine Large Cooked (Seara) 18kg BR 熟猪大肠头, JK PORK SLICED 3MM (BAG) 2KG SG 猪肉片, PORK INTESTINE LARGE COOKED (SEARA) 6KGX3PKT BR, Pork Belly Sheet Ribbed S/O (Aurora) 25kg BR 削骨三层肉, Pork Belly Sheet Ribbed S/O (Seara) BR 削骨三层肉",6
Shoyu,SHOYU SOUP (TAKAGI) TS(20PKTx1KG)(K),"SHOYU SOUP (TAKAGI) TS(20PKTx1KG)(K), KARAKA RAMEN (TAKAGI) (12PKTx450G)(K), PORK BELLY A R/ON SIN/R SB/I 20x50(BOSELER)VAC DE, CHICKEN SAUSAGE (20PKTx1KG), RAMEN CHAR SIEW SLICE (TAKAGI) VAC(10PKT), BUTASHOGA RAMEN (TAKAGI) (12PKTx450G)(K), PORK HONEY BAKED HAM SLICED (GB) VAC(10PKTx1KG)",7
炸豆枝卷,BEANCURD ROLL,"HANDMADE FISH CAKE, HANDMADE SMALL FISH CAKE, KOREAN FISH CAKE, BEANCURD ROLL, CHICKEN DUMPLING",5
面13_中粗5,YELLOW NOODLES (H) 3KG SG 熟黄面,"JK Pork Big Bone Cut 1 Cut 2 (Bag) 10kg SG, Fresh Kway Teow 3Kg/Pkt 粿条, Rice Vermicelli - Thick (Camel) 3kg SG 粗骆驼米粉, Rice Vermicelli - Thin (Camel) 3kg SG 细骆驼米粉, YELLOW NOODLES (H) 3KG SG 熟黄面, RICE VERMICELLI -THICK (MOON STAR) 3KG SG 粗 永美米粉, KWAY TEOW - M (H) 3KG SG 粿条(中）, PRICE ADJUSTMENT, ABALONE SLICED 300GMX40PKT TW 台湾牌贵妃鲍片",9
中粗,YELLOW NOODLES (H) 3KG SG 熟黄面,"JK Pork Big Bone Cut 1 Cut 2 (Bag) 10kg SG, Fresh Kway Teow 3Kg/Pkt 粿条, Rice Vermicelli - Thick (Camel) 3kg SG 粗骆驼米粉, Rice Vermicelli - Thin (Camel) 3kg SG 细骆驼米粉, YELLOW NOODLES (H) 3KG SG 熟黄面, RICE VERMICELLI -THICK (MOON STAR) 3KG SG 粗 永美米粉, KWAY TEOW - M (H) 3KG SG 粿条(中）, PRICE ADJUSTMENT, ABALONE SLICED 300GMX40PKT TW 台湾牌贵妃鲍片",9
Hind hock burn hair,Hind Hock Burn Split Half 猪脚烧毛开边,"F/T Pork Spare Ribs 褪冰排骨, Spare Rib 排骨, Pork Liver 猪肝(散), Hind Hock Burn Split Half 猪脚烧毛开边, PORK FAT CUBE 2CM BAG(7PKTx2KG), Pork Loin Tendon 肉头根, Pork Sweet Intestine 猪粉肠(散), PORK SPARE RIB (FRIMESA) -20KG BR",8
Broccolini,BROCCOLINI 西兰花苗,"CHILLI PADRON 墨西哥波布拉诺辣椒 (KG), BROCCOLINI 西兰花苗, CHILLI PADRON 墨西哥波布拉诺辣椒 (500G/PKT), GARLIC BLACK 黑蒜头 (100G/PKT)",4
熟猪肚Seara,PORK STOMACH COOKED (SEARA) -15KG BR,"PORK HOCK CUBE 2.5"" BAG (2PKTx5KG), PORK SPARE RIB (MABELLA) BR, PORK COSTAL STRIP(SOFTBONE)(AGROSUPER) -10KG CH, PORK STOMACH COOKED (AGROSUPER) -10KG CH, PORK SOFTBONE (SCAN), PORK LOIN BACK RIB (FRIMESA) -10KG BR, PORK BELLY SHEET/R CUBE 2CM BAG (5PKTx2KG), PORK MINCE (2T) 80/20 BAG(6PKTx2KG), PORK STOMACH COOKED (SEARA) -15KG BR",9
Chicken Nuggets,TEMPURA CHICKEN NUGGET,"KT01 CHICKEN KATSU 70G, YAKITORI WITH SAUCE, TEMPURA CHICKEN NUGGET, TEMPURA FISH FILLET (20PKT), (99) S/L CHIX BREAST FILLET 1.15KG, FS01 FRIED 2 JOINT WING, GRILLED BONEIN LEG 5PC, N1 CHICKEN NUGGET (10PKT)",8
Ah chuan oyster,"OYSTER MEAT (SS), 1KG X 10PKTS, PAN ROYAL","OYSTER MEAT (SS), 1KG X 10PKTS, PAN ROYAL",3
大五香,Big Ngoh Hiang Roll (大五香卷),"Luncheon Meat午餐肉, Instant Noodles 快熟面 (10pkt/CTN), SMALL OIL小桶油, Big Ngoh Hiang Roll (大五香卷), Bee Hoon (米粉)",5
灌肠,CHINESE SAUSAGE (灌肠),"SPECIAL GRADE CHILLI SAUCE 3KG (特级辣椒酱), (S) Ma Ti Dan (马蹄蛋)-小, NGO HIANG  (五香卷), CHINESE SAUSAGE (灌肠), BEAN SPROUT CAKE (豆芽饼), PRAWN CRACKER (虾饼)",6
Popcorn chicken ,A11 POP CORN CHICKEN 1KG,"HAR JEONG CHICKEN 1KG X 6PKT, (33) CRISPY CHICKEN SEAWEED 1KG, KT01 CHICKEN KATSU 70G, CHICKEN GYOZA KIMCHI 1KG X 10 PKT, A11 POP CORN CHICKEN 1KG, (22) SUPER CRISPY CHICKEN 1KG, FS01 FRIED 2 JOINT WING, FS07 FRIED CRISPY DRUM",8
Newly laid white egg,CHEW'S NEWLY LAID WHITE EGGS (400G) 10S,"CHEW'S NEWLY LAID WHITE EGGS (400G) 10S, CHEW'S FRESH BROWN EGGS (600G) 10S",2
nuggets,N1 CHICKEN NUGGET (10PKT),"BATTERED ONION RING (10PKT), N1 CHICKEN NUGGET (10PKT), A11 POP CORN CHICKEN 1KG, TEMPURA CHICKEN NUGGET",4
鸡中翅1包,Crispy Chicken Mid Wing鸡中翅,"Fried Fish Ball (炸鱼丸) -A, Nugget/金鸡块, Cheese Tofu (芝士豆腐), Crispy Chicken Mid Wing鸡中翅, Dou Gan(M) (豆干 - 中), BIG FISH BALL (XL) 特大鱼丸, DD Chicken Katsudon (CD) 900G, QQ Pork sausage (台湾香肠－猪), OTAH ROLL (乌打卷)",9
whole chicken,CHICKEN WHOLE (NAT) 1200GMX10PKT BR 1200鸡,"CHICKEN WHOLE (NAT) 1200GMX10PKT BR 1200鸡, Chicken Whole 1200gm (HLRB) 1200gmx10pkt MY, Chicken Drumstick B/IN S/O (Wayne Farms) 15kg US, CHICKEN LEG B/L S/O 200GM UP (SADIA) 2KGX6PKT BR, SERVICE FEE, Chicken Whole 1200gm (Perdigao) 1200gmx10pkt BR",6
遍香3包,BIAN XIANG (扁香),"BIAN XIANG (扁香), YAM  ROLL (芋酥), Fried Beancurd Roll (炸豆支卷), Gan Er (干鹅), PRAWN CRACKER (虾饼)",5
Exchange-16pkt,CHEW'S FRESH BROWN EGGS (600G) 10S,"CHEW'S FRESH BROWN EGGS (600G) 10S, CHEW'S FRESH KAMPONG EGGS (210G) 6S",2
Spring onion,SPRING ONION CUT 青葱切,"SPRING ONION CUT 青葱切, PEELED WATER CHESTNUT 马蹄肉, CAI XIN CUT 菜心切",3
chew egg,CHEW'S FRESH BROWN EGGS (600G) 10S,"CHEW'S FRESH BROWN EGGS (600G) 10S, CHEW'S FRESH KAMPONG EGGS (210G) 6S",2
Fresh fish ball (L),(L)FRESH FISH BALL 100,"CHICKEN BIG NGOH HIANG, LONG FISH CAKE, (L)FRESH FISH BALL 100",3
大五香,Big Ngoh Hiang Roll (大五香卷),"SMALL OIL小桶油, Fish Skin 鱼皮 (600g/PKT), Golden Prawn Pancake黄金虾饼, Fish Stick (小五香), DD Chicken Katsudon (CD) 900G, Big Ngoh Hiang Roll (大五香卷)",6
King Oyster Mushroom,KING OYSTER / ERINGYI MUSHROOM 杏鲍菇 (200G/PKT),"POTATO WHITE SKINNED 白皮土豆 / 白皮马铃薯, CHILLI JALAPENO GREEN青墨西哥哈拉贝纽辣椒, CAPSICUM PEPPER RED 红灯笼椒 / 红大辣椒, KING OYSTER / ERINGYI MUSHROOM 杏鲍菇 (200G/PKT), CORN WHITE 白玉米, CAPSICUM PEPPER GREEN 青灯笼椒 / 青大辣椒, CAPSICUM PEPPER YELLOW 黄灯笼椒 / 黄大辣椒, STORY FRESH - MESCLUN SALAD 澳洲萨拉 (500G/PKT)",8
